"Kestrel","jungler","Shatterglass","Clockwork","Halcyon Chargers","Crystal Bit","Shatterglass","5"
"Reim","jungler",NULL,NULL,NULL,NULL,NULL,"5"
"Alpha","jungler","Stormcrown","Travel Boots","Aftershock","Broken Myth","Metal Jacket","5"
"Lance","captain","Fountain of Renewal","War Treads","Stormcrown","Crucible","Coat of Plates","5"
"Lance","captain","War Treads","Fountain of Renewal","Crucible","Atlas Pauldron","Flare","5"
"Lance","captain","Fountain of Renewal","Crucible","War Treads","Atlas Pauldron","Flare","5"
"Gwen","carry","Sorrowblade","Breaking Point","Aegis","Travel Boots","Tyrant's Monocle","5"
"Gwen","carry","Sorrowblade","Breaking Point","Tyrant's Monocle","Travel Boots","Aegis","5"
"Gwen","carry","Tension Bow","Coat of Plates","Sorrowblade","Halcyon Chargers","Breaking Point","5"
"Idris","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","Metal Jacket","Lucky Strike","5"
"Idris","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Metal Jacket","Tyrant's Monocle","5"
"Baron","captain",NULL,NULL,NULL,NULL,NULL,"5"
"Flicker","captain","Fountain of Renewal","Eclipse Prism","Stormcrown","War Treads","Crucible","5"
"Lyra","carry","Fountain of Renewal","War Treads","Stormcrown","Crucible","Metal Jacket","5"
"Vox","carry","Breaking Point","Tyrant's Monocle","Journey Boots","Aegis","Tyrant's Monocle","4"
"Celeste","carry","Eve of Harvest","Broken Myth","Travel Boots","Frostburn","Aegis","4"
"Celeste","carry","Frostburn","Broken Myth","Eve of Harvest","Halcyon Chargers","Aegis","4"
"Celeste","carry","Frostburn","Broken Myth","Eve of Harvest","Halcyon Chargers","Clockwork","4"
"Catherine","jungler","Fountain of Renewal","Travel Boots","Stormcrown","Crucible","Aftershock","4"
"Vox","captain","Weapon Blade","Swift Shooter","Swift Shooter","Swift Shooter","Swift Shooter","4"
"Catherine","captain","Fountain of Renewal","Stormcrown","Travel Boots","Crucible","Shiversteel","4"
"Catherine","captain","Sorrowblade","Lifespring","Coat of Plates","Journey Boots","Tornado Trigger","4"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Coat of Plates","Tyrant's Monocle","4"
"Ringo","carry","Sorrowblade","Breaking Point","Travel Boots","Tyrant's Monocle","Aegis","4"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Reflex Block","4"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Reflex Block","Tyrant's Monocle","4"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Metal Jacket","4"
"Ringo","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Aegis","Tyrant's Monocle","4"
"Ringo","captain","Weapon Blade","Swift Shooter","Swift Shooter","Swift Shooter","Swift Shooter","4"
"Ringo","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Tyrant's Monocle","Tyrant's Monocle","4"
"Adagio","carry","Fountain of Renewal","War Treads","Eclipse Prism","Stormcrown","Crucible","4"
"Koshka","jungler","Reflex Block","Shatterglass","Halcyon Chargers","Shatterglass","Clockwork","4"
"Koshka","jungler","Aegis","Halcyon Chargers","Aftershock","Broken Myth","Coat of Plates","4"
"Koshka","jungler","Aftershock","Aegis","Halcyon Chargers","Broken Myth","Light Armor","4"
"Adagio","captain",NULL,NULL,NULL,NULL,NULL,"4"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Coat of Plates","4"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Kinetic Shield","Coat of Plates","4"
"Glaive","captain","Weapon Blade","Swift Shooter","Halcyon Potion","Halcyon Potion","Halcyon Potion","4"
"SAW","carry","Sorrowblade","Serpent Mask","Journey Boots","Aegis","Tyrant's Monocle","4"
"SAW","carry","Sprint Boots","Sprint Boots","Sprint Boots","Sprint Boots","Sprint Boots","4"
"SAW","carry","Shatterglass","Travel Boots","Eve of Harvest","Broken Myth","Reflex Block","4"
"SAW","carry","Sorrowblade","Serpent Mask","Reflex Block","Sprint Boots","Tyrant's Monocle","4"
"SAW","carry","Serpent Mask","Sorrowblade","Aegis","Travel Boots","Tyrant's Monocle","4"
"SAW","carry","Sorrowblade","Serpent Mask","Sprint Boots","Reflex Block","Six Sins","4"
"SAW","jungler",NULL,NULL,NULL,NULL,NULL,"4"
"Krul","jungler","Breaking Point","Travel Boots","Sorrowblade","Shiversteel","Aegis","4"
"Krul","jungler","Breaking Point","Aegis","Travel Boots","Blazing Salvo","Tyrant's Monocle","4"
"Taka","captain","Halcyon Potion","Halcyon Potion","Halcyon Potion","Halcyon Potion","Halcyon Potion","4"
"Skaarf","carry","Shatterglass","Eve of Harvest","Halcyon Chargers","Broken Myth","Aegis","4"
"Skaarf","carry","Halcyon Chargers","Eve of Harvest","Broken Myth","Aegis","Frostburn","4"
"Skaarf","carry","Travel Boots","Shatterglass","Eve of Harvest","Broken Myth","Aegis","4"
"Taka","jungler","Lucky Strike","Travel Boots","Stormcrown","Shatterglass","Heavy Prism","4"
"Taka","captain",NULL,NULL,NULL,NULL,NULL,"4"
"Fortress","jungler","Fountain of Renewal","Stormcrown","War Treads","Crucible","Metal Jacket","4"
"Rona","jungler","Travel Boots","Serpent Mask","Breaking Point","Metal Jacket","Kinetic Shield","4"
"Rona","jungler","Serpent Mask","Breaking Point","Travel Boots","Metal Jacket","Sorrowblade","4"
"Fortress","captain",NULL,NULL,NULL,NULL,NULL,"4"
"Fortress","captain","Fountain of Renewal","Crucible","War Treads","Atlas Pauldron","Stormcrown","4"
"Fortress","captain","Fountain of Renewal","Stormcrown","War Treads","Crucible","Coat of Plates","4"
"Skye","carry",NULL,NULL,NULL,NULL,NULL,"4"
"Blackfeather","carry","Serpent Mask","Metal Jacket","Travel Boots","Breaking Point","Aegis","4"
"Blackfeather","carry",NULL,NULL,NULL,NULL,NULL,"4"
"Kestrel","carry","Sorrowblade","Breaking Point","Travel Boots","Reflex Block","Tyrant's Monocle","4"
"Skye","jungler",NULL,NULL,NULL,NULL,NULL,"4"
"Skye","jungler","Frostburn","Eve of Harvest","Broken Myth","Travel Boots","Aegis","4"
"Skye","jungler","Frostburn","Halcyon Chargers","Eve of Harvest","Broken Myth","Aegis","4"
"Blackfeather","jungler","Alternating Current","Travel Boots","Aegis","Broken Myth","Shatterglass","4"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Breaking Point","Metal Jacket","Aegis","4"
"Blackfeather","jungler","Serpent Mask","Coat of Plates","Travel Boots","Breaking Point","Aegis","4"
"Kestrel","carry","Sorrowblade","Breaking Point","Travel Boots","Aegis","Tyrant's Monocle","4"
"Kestrel","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Aegis","Tyrant's Monocle","4"
"Kestrel","jungler",NULL,NULL,NULL,NULL,NULL,"4"
"Kestrel","jungler","Shatterglass","Shatterglass","Clockwork","Travel Boots","Void Battery","4"
"Kestrel","jungler","Shatterglass","Shatterglass","Clockwork","Halcyon Chargers","Heavy Prism","4"
"Kestrel","jungler","Shatterglass","Shatterglass","Travel Boots","Clockwork","Crystal Bit","4"
"Kestrel","jungler","Shatterglass","Shatterglass","Clockwork","Travel Boots","Energy Battery","4"
"Kestrel","jungler","Shatterglass","Shatterglass","Sprint Boots","Void Battery","Void Battery","4"
"Ozo","jungler","Aftershock","Halcyon Chargers","Coat of Plates","Aegis","Broken Myth","4"
"Alpha","jungler","Stormcrown","Aftershock","Travel Boots","Metal Jacket","Kinetic Shield","4"
"Alpha","jungler","Sorrowblade","Breaking Point","Travel Boots","Aegis","Metal Jacket","4"
"Alpha","captain","Stormcrown","Aftershock","Travel Boots","Coat of Plates","Kinetic Shield","4"
"Samuel","carry","Eve of Harvest","Broken Myth","Travel Boots","Aegis","Frostburn","4"
"Alpha","jungler","Aftershock","Halcyon Chargers","Aegis","Metal Jacket","Piercing Shard","4"
"Lance","captain","Fountain of Renewal","War Treads","Atlas Pauldron","Stormcrown","Crucible","4"
"Lance","captain","Fountain of Renewal","War Treads","Crucible","Atlas Pauldron","Stormcrown","4"
"Lance","captain","War Treads","Atlas Pauldron","Fountain of Renewal","Crucible","Stormcrown","4"
"Lance","captain","Fountain of Renewal","War Treads","Atlas Pauldron","Crucible","Flare","4"
"Lance","captain","Fountain of Renewal","Crucible","Atlas Pauldron","War Treads","Flare","4"
"Lance","captain","Fountain of Renewal","Atlas Pauldron","Crucible","War Treads","Stormcrown","4"
"Lance","captain","Fountain of Renewal","Atlas Pauldron","Crucible","War Treads","Flare","4"
"Lance","captain","War Treads","Fountain of Renewal","Atlas Pauldron","Crucible","Flare","4"
"Lance","captain","War Treads","Fountain of Renewal","Crucible","Atlas Pauldron","Atlas Pauldron","4"
"Lance","captain","War Treads","Atlas Pauldron","Fountain of Renewal","Crucible","Flare","4"
"Baron","carry",NULL,NULL,NULL,NULL,NULL,"4"
"Baron","carry","Travel Boots","Sorrowblade","Breaking Point","Aegis","Tyrant's Monocle","4"
"Gwen","carry","Travel Boots","Sorrowblade","Breaking Point","Aegis","Tyrant's Monocle","4"
"Gwen","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Aegis","Tyrant's Monocle","4"
"Gwen","carry","Sorrowblade","Breaking Point","Aegis","Journey Boots","Tyrant's Monocle","4"
"Gwen","carry","Sorrowblade","Breaking Point","Travel Boots","Reflex Block","Tyrant's Monocle","4"
"Gwen","carry","Shatterglass","Clockwork","Halcyon Chargers","Aegis","Broken Myth","4"
"Gwen","carry","Tension Bow","Coat of Plates","Halcyon Chargers","Sorrowblade","Breaking Point","4"
"Idris","carry","Sorrowblade","Tornado Trigger","Travel Boots","Slumbering Husk","Tyrant's Monocle","4"
"Idris","carry","Poisoned Shiv","Sorrowblade","Travel Boots","Breaking Point","Light Armor","4"
"Flicker","jungler","Aftershock","Stormcrown","War Treads","Fountain of Renewal","Crucible","4"
"Flicker","captain",NULL,NULL,NULL,NULL,NULL,"4"
"Idris","carry",NULL,NULL,NULL,NULL,NULL,"4"
"Lyra","carry","Fountain of Renewal","Stormcrown","War Treads","Crucible","Metal Jacket","4"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Heavy Prism","Sprint Boots","4"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Travel Boots","Travel Boots","4"
"Lyra","carry","Fountain of Renewal","Alternating Current","Eve of Harvest","Heavy Prism","Travel Boots","4"
"Lyra","carry","Alternating Current","Travel Boots","Stormcrown","Alternating Current","Heavy Prism","4"
"Idris","jungler","Sorrowblade","Tornado Trigger","War Treads","Tyrant's Monocle","Metal Jacket","4"
"Idris","jungler","Poisoned Shiv","Sorrowblade","Travel Boots","Breaking Point","Aegis","4"
"Lyra","captain",NULL,NULL,NULL,NULL,NULL,"4"
"Joule","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Aegis","4"
"Joule","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Kinetic Shield","4"
"Vox","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Tyrant's Monocle","Aegis","3"
"Vox","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Aegis","Tyrant's Monocle","3"
"Vox","carry","Breaking Point","Metal Jacket","Tyrant's Monocle","Travel Boots","Aegis","3"
"Vox","carry","Breaking Point","Tyrant's Monocle","Travel Boots","Tyrant's Monocle","Reflex Block","3"
"Vox","carry","Sorrowblade","Breaking Point","Travel Boots","Aegis","Tyrant's Monocle","3"
"Vox","carry","Breaking Point","Tyrant's Monocle","Halcyon Chargers","Aegis","Tyrant's Monocle","3"
"Vox","carry","Alternating Current","Reflex Block","Travel Boots","Broken Myth","Light Shield","3"
"Vox","carry","Oakheart","Oakheart","Oakheart","Oakheart","Oakheart","3"
"Vox","carry","Breaking Point","Aegis","Travel Boots","Tyrant's Monocle","Tyrant's Monocle","3"
"Vox","carry","Breaking Point","Metal Jacket","Poisoned Shiv","Journey Boots","Serpent Mask","3"
"Celeste","carry","Eve of Harvest","Broken Myth","Travel Boots","Aegis","Frostburn","3"
"Catherine","carry","Fountain of Renewal","War Treads","Stormcrown","Crucible","Shiversteel","3"
"Catherine","carry","Travel Boots","Fountain of Renewal","Stormcrown","Crucible","Aftershock","3"
"Catherine","jungler","Heavy Steel","Lifespring","Coat of Plates","Journey Boots","Tornado Trigger","3"
"Celeste","captain","Halcyon Potion","Crystal Bit","Energy Battery","Energy Battery","Energy Battery","3"
"Catherine","captain","Fountain of Renewal","Travel Boots","Stormcrown","Contraption","Crucible","3"
"Catherine","captain","Stormcrown","War Treads","Fountain of Renewal","Atlas Pauldron","Crucible","3"
"Catherine","captain","Fountain of Renewal","War Treads","Stormcrown","Crucible","Aftershock","3"
"Catherine","captain","Fountain of Renewal","Stormcrown","Travel Boots","Contraption","Crucible","3"
"Catherine","captain","Fountain of Renewal","Stormcrown","Travel Boots","Crucible","Crucible","3"
"Catherine","captain","Fountain of Renewal","Travel Boots","Contraption","Stormcrown","Crucible","3"
"Catherine","captain","Fountain of Renewal","Crucible","Travel Boots","Atlas Pauldron","Contraption","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Aegis","Tyrant's Monocle","3"
"Ringo","carry","Journey Boots","Sorrowblade","Breaking Point","Aegis","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Breaking Point","Aegis","Travel Boots","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Breaking Point","Travel Boots","Aegis","Lucky Strike","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Aegis","Travel Boots","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Tyrant's Monocle","Reflex Block","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Aegis","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Aegis","3"
"Ringo","carry","Sorrowblade","Breaking Point","Travel Boots","Reflex Block","Six Sins","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Slumbering Husk","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Breaking Point","Aegis","Halcyon Chargers","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Breaking Point","Aegis","Journey Boots","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Reflex Block","Breaking Point","Travel Boots","Tyrant's Monocle","3"
"Ringo","carry","Oakheart","Oakheart","Oakheart","Oakheart","Oakheart","3"
"Catherine","jungler","War Treads","Fountain of Renewal","Stormcrown","Crucible","Aftershock","3"
"Catherine","jungler","Fountain of Renewal","War Treads","Stormcrown","Crucible","Aftershock","3"
"Catherine","jungler",NULL,NULL,NULL,NULL,NULL,"3"
"Ringo","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Metal Jacket","Tyrant's Monocle","3"
"Ringo","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Slumbering Husk","3"
"Ringo","jungler","Sorrowblade","Tornado Trigger","Halcyon Chargers","Tyrant's Monocle","Tyrant's Monocle","3"
"Catherine","captain","Fountain of Renewal","Stormcrown","Halcyon Chargers","Metal Jacket","Crucible","3"
"Catherine","captain","Halcyon Chargers","Fountain of Renewal","Stormcrown","Contraption","Slumbering Husk","3"
"Ringo","captain","Sorrowblade","Tornado Trigger","Travel Boots","Slumbering Husk","Tyrant's Monocle","3"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Reflex Block","3"
"Adagio","carry",NULL,NULL,NULL,NULL,NULL,"3"
"Koshka","jungler","Aftershock","Reflex Block","Travel Boots","Broken Myth","Void Battery","3"
"Koshka","jungler","Aftershock","Aegis","Travel Boots","Broken Myth","Void Battery","3"
"Koshka","jungler","Aftershock","Aegis","Halcyon Chargers","Broken Myth","Coat of Plates","3"
"Koshka","jungler","Aftershock","Broken Myth","Metal Jacket","Travel Boots","Aegis","3"
"Adagio","captain","War Treads","Atlas Pauldron","Fountain of Renewal","Crucible","Flare","3"
"Adagio","captain","War Treads","Fountain of Renewal","Crucible","Contraption","Atlas Pauldron","3"
"Adagio","captain","Fountain of Renewal","Atlas Pauldron","Travel Boots","Crucible","Flare","3"
"Koshka","captain",NULL,NULL,NULL,NULL,NULL,"3"
"Glaive","carry","Journey Boots","Sorrowblade","Tornado Trigger","Metal Jacket","Aegis","3"
"Glaive","carry","Sorrowblade","Tornado Trigger","Travel Boots","Coat of Plates","Kinetic Shield","3"
"SAW","carry","Serpent Mask","Sorrowblade","Aegis","Sprint Boots","Tyrant's Monocle","3"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Reflex Block","Tyrant's Monocle","3"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Travel Boots","Coat of Plates","Kinetic Shield","3"
"Glaive","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Kinetic Shield","Coat of Plates","3"
"Glaive","captain","Weapon Blade","Swift Shooter","Swift Shooter","Swift Shooter","Swift Shooter","3"
"SAW","carry","Sorrowblade","Serpent Mask","Travel Boots","Tyrant's Monocle","Aegis","3"
"SAW","carry","Sorrowblade","Serpent Mask","Aegis","Sprint Boots","Tyrant's Monocle","3"
"SAW","carry","Sprint Boots","Serpent Mask","Sorrowblade","Reflex Block","Tyrant's Monocle","3"
"SAW","carry","Serpent Mask","Sorrowblade","Tyrant's Monocle","Travel Boots","Metal Jacket","3"
"SAW","carry","Serpent Mask","Aegis","Sorrowblade","Travel Boots","Tyrant's Monocle","3"
"SAW","carry","Travel Boots","Serpent Mask","Sorrowblade","Reflex Block","Six Sins","3"
"SAW","carry","Sorrowblade","Serpent Mask","Travel Boots","Reflex Block","Tyrant's Monocle","3"
"SAW","carry","Travel Boots","Serpent Mask","Sorrowblade","Metal Jacket","Tyrant's Monocle","3"
"SAW","carry","Sprint Boots","Serpent Mask","Sorrowblade","Aegis","Tyrant's Monocle","3"
"Krul","jungler","Tornado Trigger","Serpent Mask","Travel Boots","Tornado Trigger","Coat of Plates","3"
"Krul","jungler","Tornado Trigger","Serpent Mask","Tornado Trigger","Travel Boots","Metal Jacket","3"
